        # step       J       T       B             H             M           chi
       1992800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1993900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1994900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1995900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1996800     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1996900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1997900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1998900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1999900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2000900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2001900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002700     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       2002800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2002900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003300     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       2003400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2003900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2004900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2005900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       2006000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
